row_no,mandator,provider_id,customer_id,syndicate_id,star1,star2,num_combi,n1,n2,n3,n4,n5,drawtype,drawdate,stake,currency,gametype
213,JXC,JXC109637931,731989,3161833,1,7,17~19~20~31~44,17,19,20,31,44,TU,01.01.2019,2.00,EUR,EUMI
214,JXC,JXC109637931,731989,3161833,1,7,17~19~29~31~44,17,19,29,31,44,TU,01.01.2019,2.00,EUR,EUMI
215,JXC,JXC109637931,731989,3161833,1,7,17~20~29~31~44,17,20,29,31,44,TU,01.01.2019,2.00,EUR,EUMI
216,JXC,JXC109637931,731989,3161833,1,7,19~20~29~31~44,19,20,29,31,44,TU,01.01.2019,2.00,EUR,EUMI
217,JXC,JXC109637934,731989,3161833,3,11,1~4~6~18~34,1,4,6,18,34,TU,01.01.2019,2.00,EUR,EUMI
218,JXC,JXC109637934,731989,3161833,3,11,1~4~6~18~44,1,4,6,18,44,TU,01.01.2019,2.00,EUR,EUMI
219,JXC,JXC109637934,731989,3161833,3,11,1~4~6~18~50,1,4,6,18,50,TU,01.01.2019,2.00,EUR,EUMI
220,JXC,JXC109637934,731989,3161833,3,11,1~4~6~34~44,1,4,6,34,44,TU,01.01.2019,2.00,EUR,EUMI
221,JXC,JXC109637934,731989,3161833,3,11,1~4~6~34~50,1,4,6,34,50,TU,01.01.2019,2.00,EUR,EUMI
222,JXC,JXC109637934,731989,3161833,3,11,1~4~6~44~50,1,4,6,44,50,TU,01.01.2019,2.00,EUR,EUMI
223,JXC,JXC109637934,731989,3161833,3,11,1~4~18~34~44,1,4,18,34,44,TU,01.01.2019,2.00,EUR,EUMI
224,JXC,JXC109637934,731989,3161833,3,11,1~4~18~34~50,1,4,18,34,50,TU,01.01.2019,2.00,EUR,EUMI
225,JXC,JXC109637934,731989,3161833,3,11,1~4~18~44~50,1,4,18,44,50,TU,01.01.2019,2.00,EUR,EUMI
226,JXC,JXC109637934,731989,3161833,3,11,1~4~34~44~50,1,4,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
227,JXC,JXC109637934,731989,3161833,3,11,1~6~18~34~44,1,6,18,34,44,TU,01.01.2019,2.00,EUR,EUMI
228,JXC,JXC109637934,731989,3161833,3,11,1~6~18~34~50,1,6,18,34,50,TU,01.01.2019,2.00,EUR,EUMI
229,JXC,JXC109637934,731989,3161833,3,11,1~6~18~44~50,1,6,18,44,50,TU,01.01.2019,2.00,EUR,EUMI
230,JXC,JXC109637934,731989,3161833,3,11,1~6~34~44~50,1,6,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
231,JXC,JXC109637934,731989,3161833,3,11,1~18~34~44~50,1,18,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
232,JXC,JXC109637934,731989,3161833,3,11,4~6~18~34~44,4,6,18,34,44,TU,01.01.2019,2.00,EUR,EUMI
233,JXC,JXC109637934,731989,3161833,3,11,4~6~18~34~50,4,6,18,34,50,TU,01.01.2019,2.00,EUR,EUMI
234,JXC,JXC109637934,731989,3161833,3,11,4~6~18~44~50,4,6,18,44,50,TU,01.01.2019,2.00,EUR,EUMI
235,JXC,JXC109637934,731989,3161833,3,11,4~6~34~44~50,4,6,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
236,JXC,JXC109637934,731989,3161833,3,11,4~18~34~44~50,4,18,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
237,JXC,JXC109637934,731989,3161833,3,11,6~18~34~44~50,6,18,34,44,50,TU,01.01.2019,2.00,EUR,EUMI
238,JXC,JXC109637933,731989,3161833,1,6,3~8~15~20~21,3,8,15,20,21,TU,01.01.2019,2.00,EUR,EUMI
239,JXC,JXC109637933,731989,3161833,1,6,3~8~15~20~34,3,8,15,20,34,TU,01.01.2019,2.00,EUR,EUMI
240,JXC,JXC109637933,731989,3161833,1,6,3~8~15~21~34,3,8,15,21,34,TU,01.01.2019,2.00,EUR,EUMI
241,JXC,JXC109637933,731989,3161833,1,6,3~8~20~21~34,3,8,20,21,34,TU,01.01.2019,2.00,EUR,EUMI
242,JXC,JXC109637933,731989,3161833,1,6,3~15~20~21~34,3,15,20,21,34,TU,01.01.2019,2.00,EUR,EUMI
243,JXC,JXC109637933,731989,3161833,1,6,8~15~20~21~34,8,15,20,21,34,TU,01.01.2019,2.00,EUR,EUMI
244,JXC,JXC109680872,1094225,,7,11,18~26~29~43~47,18,26,29,43,47,TU,01.01.2019,2.00,EUR,EUMI
245,JXC,JXC109680872,1094225,,4,10,4~18~24~28~43,4,18,24,28,43,TU,01.01.2019,2.00,EUR,EUMI
246,JXC,JXC109735409,11211,,1,8,11~17~22~28~35,11,17,22,28,35,TU,01.01.2019,2.00,EUR,EUMI
247,JXC,JXC109745873,1804245,,1,5,1~6~19~32~41,1,6,19,32,41,TU,01.01.2019,2.00,EUR,EUMI
248,JXC,JXC109745873,1804245,,3,9,14~25~30~36~46,14,25,30,36,46,TU,01.01.2019,2.00,EUR,EUMI
249,JXC,JXC109747678,731989,3161776,8,12,5~23~30~46~47,5,23,30,46,47,TU,01.01.2019,2.00,EUR,EUMI
250,JXC,JXC109747678,731989,3161776,5,11,3~7~17~46~49,3,7,17,46,49,TU,01.01.2019,2.00,EUR,EUMI
251,JXC,JXC109747678,731989,3161776,5,12,20~34~42~48~49,20,34,42,48,49,TU,01.01.2019,2.00,EUR,EUMI
252,JXC,JXC109747678,731989,3161776,1,2,11~12~20~36~39,11,12,20,36,39,TU,01.01.2019,2.00,EUR,EUMI
253,JXC,JXC109747678,731989,3161776,7,11,26~39~41~42~46,26,39,41,42,46,TU,01.01.2019,2.00,EUR,EUMI
254,JXC,JXC109747681,731989,3161777,1,11,8~15~16~21~27,8,15,16,21,27,TU,01.01.2019,2.00,EUR,EUMI
255,JXC,JXC109747681,731989,3161777,5,11,21~24~25~27~40,21,24,25,27,40,TU,01.01.2019,2.00,EUR,EUMI
256,JXC,JXC109747681,731989,3161777,7,11,7~18~26~38~50,7,18,26,38,50,TU,01.01.2019,2.00,EUR,EUMI
257,JXC,JXC109747681,731989,3161777,1,12,10~26~32~40~45,10,26,32,40,45,TU,01.01.2019,2.00,EUR,EUMI
258,JXC,JXC109747681,731989,3161777,3,9,8~9~35~37~49,8,9,35,37,49,TU,01.01.2019,2.00,EUR,EUMI
259,JXC,JXC109747682,731989,3161778,8,10,6~23~28~33~34,6,23,28,33,34,TU,01.01.2019,2.00,EUR,EUMI
260,JXC,JXC109747682,731989,3161778,1,4,5~18~19~29~42,5,18,19,29,42,TU,01.01.2019,2.00,EUR,EUMI
261,JXC,JXC109747682,731989,3161778,1,2,8~9~29~33~43,8,9,29,33,43,TU,01.01.2019,2.00,EUR,EUMI
262,JXC,JXC109747682,731989,3161778,6,8,19~22~23~32~49,19,22,23,32,49,TU,01.01.2019,2.00,EUR,EUMI
263,JXC,JXC109747682,731989,3161778,4,12,10~11~21~30~38,10,11,21,30,38,TU,01.01.2019,2.00,EUR,EUMI
264,JXC,JXC109747684,731989,3161779,3,12,10~20~29~39~42,10,20,29,39,42,TU,01.01.2019,2.00,EUR,EUMI
265,JXC,JXC109747684,731989,3161779,4,11,5~28~38~45~50,5,28,38,45,50,TU,01.01.2019,2.00,EUR,EUMI
266,JXC,JXC109747684,731989,3161779,4,11,30~32~36~37~43,30,32,36,37,43,TU,01.01.2019,2.00,EUR,EUMI
267,JXC,JXC109747684,731989,3161779,4,5,7~12~21~29~31,7,12,21,29,31,TU,01.01.2019,2.00,EUR,EUMI
268,JXC,JXC109747684,731989,3161779,7,10,1~3~21~22~24,1,3,21,22,24,TU,01.01.2019,2.00,EUR,EUMI
269,JXC,JXC109747686,731989,3161780,1,4,6~29~30~44~48,6,29,30,44,48,TU,01.01.2019,2.00,EUR,EUMI
270,JXC,JXC109747686,731989,3161780,1,3,9~16~29~37~41,9,16,29,37,41,TU,01.01.2019,2.00,EUR,EUMI
271,JXC,JXC109747686,731989,3161780,5,11,4~7~8~29~42,4,7,8,29,42,TU,01.01.2019,2.00,EUR,EUMI
272,JXC,JXC109747686,731989,3161780,3,12,17~28~33~36~48,17,28,33,36,48,TU,01.01.2019,2.00,EUR,EUMI
273,JXC,JXC109747686,731989,3161780,2,10,3~10~12~17~37,3,10,12,17,37,TU,01.01.2019,2.00,EUR,EUMI
274,JXC,JXC109747687,731989,3161781,4,10,19~22~30~31~44,19,22,30,31,44,TU,01.01.2019,2.00,EUR,EUMI
275,JXC,JXC109747687,731989,3161781,8,11,6~29~37~46~47,6,29,37,46,47,TU,01.01.2019,2.00,EUR,EUMI
276,JXC,JXC109747687,731989,3161781,5,12,32~38~39~44~47,32,38,39,44,47,TU,01.01.2019,2.00,EUR,EUMI
277,JXC,JXC109747687,731989,3161781,10,12,23~30~35~43~46,23,30,35,43,46,TU,01.01.2019,2.00,EUR,EUMI
278,JXC,JXC109747687,731989,3161781,1,10,6~9~24~30~34,6,9,24,30,34,TU,01.01.2019,2.00,EUR,EUMI
279,JXC,JXC109747689,731989,3161782,10,12,5~7~23~37~42,5,7,23,37,42,TU,01.01.2019,2.00,EUR,EUMI
280,JXC,JXC109747689,731989,3161782,4,6,3~21~33~39~42,3,21,33,39,42,TU,01.01.2019,2.00,EUR,EUMI
281,JXC,JXC109747689,731989,3161782,2,10,4~16~30~46~48,4,16,30,46,48,TU,01.01.2019,2.00,EUR,EUMI
282,JXC,JXC109747689,731989,3161782,4,11,1~2~26~37~41,1,2,26,37,41,TU,01.01.2019,2.00,EUR,EUMI
283,JXC,JXC109747689,731989,3161782,11,12,3~15~18~33~47,3,15,18,33,47,TU,01.01.2019,2.00,EUR,EUMI
284,JXC,JXC109747691,731989,3161783,7,12,3~25~29~46~49,3,25,29,46,49,TU,01.01.2019,2.00,EUR,EUMI
285,JXC,JXC109747691,731989,3161783,6,10,20~21~24~27~35,20,21,24,27,35,TU,01.01.2019,2.00,EUR,EUMI
286,JXC,JXC109747691,731989,3161783,4,8,9~22~35~42~49,9,22,35,42,49,TU,01.01.2019,2.00,EUR,EUMI
287,JXC,JXC109747691,731989,3161783,5,8,2~5~14~46~47,2,5,14,46,47,TU,01.01.2019,2.00,EUR,EUMI
288,JXC,JXC109747691,731989,3161783,1,10,19~20~22~30~39,19,20,22,30,39,TU,01.01.2019,2.00,EUR,EUMI
289,JXC,JXC109747692,731989,3161784,6,11,12~25~37~45~48,12,25,37,45,48,TU,01.01.2019,2.00,EUR,EUMI
290,JXC,JXC109747692,731989,3161784,2,3,10~12~19~42~48,10,12,19,42,48,TU,01.01.2019,2.00,EUR,EUMI
291,JXC,JXC109747692,731989,3161784,5,6,12~14~18~40~46,12,14,18,40,46,TU,01.01.2019,2.00,EUR,EUMI
292,JXC,JXC109747692,731989,3161784,4,11,9~13~25~29~32,9,13,25,29,32,TU,01.01.2019,2.00,EUR,EUMI
293,JXC,JXC109747692,731989,3161784,1,11,5~7~15~16~48,5,7,15,16,48,TU,01.01.2019,2.00,EUR,EUMI
294,JXC,JXC109747693,731989,3161785,7,9,5~13~19~41~42,5,13,19,41,42,TU,01.01.2019,2.00,EUR,EUMI
295,JXC,JXC109747693,731989,3161785,6,8,2~4~5~21~42,2,4,5,21,42,TU,01.01.2019,2.00,EUR,EUMI
296,JXC,JXC109747693,731989,3161785,7,12,3~17~30~35~41,3,17,30,35,41,TU,01.01.2019,2.00,EUR,EUMI
297,JXC,JXC109747693,731989,3161785,8,11,2~8~15~36~43,2,8,15,36,43,TU,01.01.2019,2.00,EUR,EUMI
298,JXC,JXC109747693,731989,3161785,5,6,3~13~24~29~30,3,13,24,29,30,TU,01.01.2019,2.00,EUR,EUMI
299,JXC,JXC109747694,731989,3161786,7,12,1~6~7~17~47,1,6,7,17,47,TU,01.01.2019,2.00,EUR,EUMI
300,JXC,JXC109747694,731989,3161786,4,9,10~12~13~21~29,10,12,13,21,29,TU,01.01.2019,2.00,EUR,EUMI
301,JXC,JXC109747694,731989,3161786,6,11,8~11~24~31~34,8,11,24,31,34,TU,01.01.2019,2.00,EUR,EUMI
302,JXC,JXC109747694,731989,3161786,6,11,15~30~37~48~49,15,30,37,48,49,TU,01.01.2019,2.00,EUR,EUMI
303,JXC,JXC109747694,731989,3161786,5,11,11~15~22~31~48,11,15,22,31,48,TU,01.01.2019,2.00,EUR,EUMI
304,JXC,JXC109747707,731989,3161815,2,5,12~26~30~33~50,12,26,30,33,50,TU,01.01.2019,2.00,EUR,EUMI
305,JXC,JXC109747707,731989,3161815,3,11,2~11~13~23~49,2,11,13,23,49,TU,01.01.2019,2.00,EUR,EUMI
306,JXC,JXC109747707,731989,3161815,3,8,16~34~38~40~41,16,34,38,40,41,TU,01.01.2019,2.00,EUR,EUMI
307,JXC,JXC109747707,731989,3161815,2,9,13~14~28~30~42,13,14,28,30,42,TU,01.01.2019,2.00,EUR,EUMI
308,JXC,JXC109747707,731989,3161815,6,7,9~13~28~44~48,9,13,28,44,48,TU,01.01.2019,2.00,EUR,EUMI
309,JXC,JXC109747710,731989,3161815,2,8,8~12~31~32~40,8,12,31,32,40,TU,01.01.2019,2.00,EUR,EUMI
310,JXC,JXC109747710,731989,3161815,8,9,4~7~14~33~46,4,7,14,33,46,TU,01.01.2019,2.00,EUR,EUMI
311,JXC,JXC109747710,731989,3161815,1,11,21~25~31~34~49,21,25,31,34,49,TU,01.01.2019,2.00,EUR,EUMI
312,JXC,JXC109747710,731989,3161815,7,11,15~25~26~30~46,15,25,26,30,46,TU,01.01.2019,2.00,EUR,EUMI
313,JXC,JXC109747710,731989,3161815,6,12,1~5~21~32~44,1,5,21,32,44,TU,01.01.2019,2.00,EUR,EUMI
314,JXC,JXC109747711,731989,3161815,6,11,6~22~23~38~45,6,22,23,38,45,TU,01.01.2019,2.00,EUR,EUMI
315,JXC,JXC109747711,731989,3161815,2,7,1~23~28~37~47,1,23,28,37,47,TU,01.01.2019,2.00,EUR,EUMI
316,JXC,JXC109747711,731989,3161815,1,12,5~9~25~37~45,5,9,25,37,45,TU,01.01.2019,2.00,EUR,EUMI
317,JXC,JXC109747711,731989,3161815,1,10,10~11~27~45~50,10,11,27,45,50,TU,01.01.2019,2.00,EUR,EUMI
318,JXC,JXC109747711,731989,3161815,6,10,2~3~4~18~47,2,3,4,18,47,TU,01.01.2019,2.00,EUR,EUMI
319,JXC,JXC109747713,731989,3161815,3,6,9~18~33~46~47,9,18,33,46,47,TU,01.01.2019,2.00,EUR,EUMI
320,JXC,JXC109747713,731989,3161815,4,5,18~22~35~39~40,18,22,35,39,40,TU,01.01.2019,2.00,EUR,EUMI
321,JXC,JXC109747713,731989,3161815,4,5,11~28~35~37~49,11,28,35,37,49,TU,01.01.2019,2.00,EUR,EUMI
322,JXC,JXC109747713,731989,3161815,1,6,14~17~18~23~24,14,17,18,23,24,TU,01.01.2019,2.00,EUR,EUMI
323,JXC,JXC109747713,731989,3161815,5,10,2~3~18~20~26,2,3,18,20,26,TU,01.01.2019,2.00,EUR,EUMI
324,JXC,JXC109747715,731989,3161815,1,3,13~21~31~40~42,13,21,31,40,42,TU,01.01.2019,2.00,EUR,EUMI
325,JXC,JXC109747715,731989,3161815,2,5,5~22~23~24~29,5,22,23,24,29,TU,01.01.2019,2.00,EUR,EUMI
326,JXC,JXC109747715,731989,3161815,2,8,23~26~33~38~40,23,26,33,38,40,TU,01.01.2019,2.00,EUR,EUMI
327,JXC,JXC109747715,731989,3161815,10,12,7~20~29~40~45,7,20,29,40,45,TU,01.01.2019,2.00,EUR,EUMI
328,JXC,JXC109747715,731989,3161815,4,9,24~28~37~40~43,24,28,37,40,43,TU,01.01.2019,2.00,EUR,EUMI
329,JXC,JXC109747734,731989,3161820,7,11,28~33~40~41~44,28,33,40,41,44,TU,01.01.2019,2.00,EUR,EUMI
330,JXC,JXC109747734,731989,3161820,11,12,5~9~18~31~47,5,9,18,31,47,TU,01.01.2019,2.00,EUR,EUMI
331,JXC,JXC109747734,731989,3161820,2,7,9~11~21~27~41,9,11,21,27,41,TU,01.01.2019,2.00,EUR,EUMI
332,JXC,JXC109747734,731989,3161820,6,11,16~25~34~42~49,16,25,34,42,49,TU,01.01.2019,2.00,EUR,EUMI
333,JXC,JXC109747734,731989,3161820,1,8,11~34~43~47~50,11,34,43,47,50,TU,01.01.2019,2.00,EUR,EUMI
334,JXC,JXC109747736,731989,3161820,8,10,4~12~16~43~49,4,12,16,43,49,TU,01.01.2019,2.00,EUR,EUMI
335,JXC,JXC109747736,731989,3161820,1,7,10~19~42~44~45,10,19,42,44,45,TU,01.01.2019,2.00,EUR,EUMI
336,JXC,JXC109747737,731989,3161821,7,8,16~17~22~29~42,16,17,22,29,42,TU,01.01.2019,2.00,EUR,EUMI
337,JXC,JXC109747737,731989,3161821,7,8,16~17~22~29~43,16,17,22,29,43,TU,01.01.2019,2.00,EUR,EUMI
338,JXC,JXC109747737,731989,3161821,7,8,16~17~22~29~44,16,17,22,29,44,TU,01.01.2019,2.00,EUR,EUMI
339,JXC,JXC109747737,731989,3161821,7,8,16~17~22~29~50,16,17,22,29,50,TU,01.01.2019,2.00,EUR,EUMI
340,JXC,JXC109747737,731989,3161821,7,8,16~17~22~42~43,16,17,22,42,43,TU,01.01.2019,2.00,EUR,EUMI
341,JXC,JXC109747737,731989,3161821,7,8,16~17~22~42~44,16,17,22,42,44,TU,01.01.2019,2.00,EUR,EUMI
342,JXC,JXC109747737,731989,3161821,7,8,16~17~22~42~50,16,17,22,42,50,TU,01.01.2019,2.00,EUR,EUMI
343,JXC,JXC109747737,731989,3161821,7,8,16~17~22~43~44,16,17,22,43,44,TU,01.01.2019,2.00,EUR,EUMI
344,JXC,JXC109747737,731989,3161821,7,8,16~17~22~43~50,16,17,22,43,50,TU,01.01.2019,2.00,EUR,EUMI
345,JXC,JXC109747737,731989,3161821,7,8,16~17~22~44~50,16,17,22,44,50,TU,01.01.2019,2.00,EUR,EUMI
346,JXC,JXC109747737,731989,3161821,7,8,16~17~29~42~43,16,17,29,42,43,TU,01.01.2019,2.00,EUR,EUMI
347,JXC,JXC109747737,731989,3161821,7,8,16~17~29~42~44,16,17,29,42,44,TU,01.01.2019,2.00,EUR,EUMI
348,JXC,JXC109747737,731989,3161821,7,8,16~17~29~42~50,16,17,29,42,50,TU,01.01.2019,2.00,EUR,EUMI
349,JXC,JXC109747737,731989,3161821,7,8,16~17~29~43~44,16,17,29,43,44,TU,01.01.2019,2.00,EUR,EUMI
350,JXC,JXC109747737,731989,3161821,7,8,16~17~29~43~50,16,17,29,43,50,TU,01.01.2019,2.00,EUR,EUMI
351,JXC,JXC109747737,731989,3161821,7,8,16~17~29~44~50,16,17,29,44,50,TU,01.01.2019,2.00,EUR,EUMI
352,JXC,JXC109747737,731989,3161821,7,8,16~17~42~43~44,16,17,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
353,JXC,JXC109747737,731989,3161821,7,8,16~17~42~43~50,16,17,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
354,JXC,JXC109747737,731989,3161821,7,8,16~17~42~44~50,16,17,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
355,JXC,JXC109747737,731989,3161821,7,8,16~17~43~44~50,16,17,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
356,JXC,JXC109747737,731989,3161821,7,8,16~22~29~42~43,16,22,29,42,43,TU,01.01.2019,2.00,EUR,EUMI
357,JXC,JXC109747737,731989,3161821,7,8,16~22~29~42~44,16,22,29,42,44,TU,01.01.2019,2.00,EUR,EUMI
358,JXC,JXC109747737,731989,3161821,7,8,16~22~29~42~50,16,22,29,42,50,TU,01.01.2019,2.00,EUR,EUMI
359,JXC,JXC109747737,731989,3161821,7,8,16~22~29~43~44,16,22,29,43,44,TU,01.01.2019,2.00,EUR,EUMI
360,JXC,JXC109747737,731989,3161821,7,8,16~22~29~43~50,16,22,29,43,50,TU,01.01.2019,2.00,EUR,EUMI
361,JXC,JXC109747737,731989,3161821,7,8,16~22~29~44~50,16,22,29,44,50,TU,01.01.2019,2.00,EUR,EUMI
362,JXC,JXC109747737,731989,3161821,7,8,16~22~42~43~44,16,22,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
363,JXC,JXC109747737,731989,3161821,7,8,16~22~42~43~50,16,22,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
364,JXC,JXC109747737,731989,3161821,7,8,16~22~42~44~50,16,22,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
365,JXC,JXC109747737,731989,3161821,7,8,16~22~43~44~50,16,22,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
366,JXC,JXC109747737,731989,3161821,7,8,16~29~42~43~44,16,29,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
367,JXC,JXC109747737,731989,3161821,7,8,16~29~42~43~50,16,29,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
368,JXC,JXC109747737,731989,3161821,7,8,16~29~42~44~50,16,29,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
369,JXC,JXC109747737,731989,3161821,7,8,16~29~43~44~50,16,29,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
370,JXC,JXC109747737,731989,3161821,7,8,16~42~43~44~50,16,42,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
371,JXC,JXC109747737,731989,3161821,7,8,17~22~29~42~43,17,22,29,42,43,TU,01.01.2019,2.00,EUR,EUMI
372,JXC,JXC109747737,731989,3161821,7,8,17~22~29~42~44,17,22,29,42,44,TU,01.01.2019,2.00,EUR,EUMI
373,JXC,JXC109747737,731989,3161821,7,8,17~22~29~42~50,17,22,29,42,50,TU,01.01.2019,2.00,EUR,EUMI
374,JXC,JXC109747737,731989,3161821,7,8,17~22~29~43~44,17,22,29,43,44,TU,01.01.2019,2.00,EUR,EUMI
375,JXC,JXC109747737,731989,3161821,7,8,17~22~29~43~50,17,22,29,43,50,TU,01.01.2019,2.00,EUR,EUMI
376,JXC,JXC109747737,731989,3161821,7,8,17~22~29~44~50,17,22,29,44,50,TU,01.01.2019,2.00,EUR,EUMI
377,JXC,JXC109747737,731989,3161821,7,8,17~22~42~43~44,17,22,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
378,JXC,JXC109747737,731989,3161821,7,8,17~22~42~43~50,17,22,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
379,JXC,JXC109747737,731989,3161821,7,8,17~22~42~44~50,17,22,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
380,JXC,JXC109747737,731989,3161821,7,8,17~22~43~44~50,17,22,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
381,JXC,JXC109747737,731989,3161821,7,8,17~29~42~43~44,17,29,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
382,JXC,JXC109747737,731989,3161821,7,8,17~29~42~43~50,17,29,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
383,JXC,JXC109747737,731989,3161821,7,8,17~29~42~44~50,17,29,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
384,JXC,JXC109747737,731989,3161821,7,8,17~29~43~44~50,17,29,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
385,JXC,JXC109747737,731989,3161821,7,8,17~42~43~44~50,17,42,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
386,JXC,JXC109747737,731989,3161821,7,8,22~29~42~43~44,22,29,42,43,44,TU,01.01.2019,2.00,EUR,EUMI
387,JXC,JXC109747737,731989,3161821,7,8,22~29~42~43~50,22,29,42,43,50,TU,01.01.2019,2.00,EUR,EUMI
388,JXC,JXC109747737,731989,3161821,7,8,22~29~42~44~50,22,29,42,44,50,TU,01.01.2019,2.00,EUR,EUMI
389,JXC,JXC109747737,731989,3161821,7,8,22~29~43~44~50,22,29,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
390,JXC,JXC109747737,731989,3161821,7,8,22~42~43~44~50,22,42,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
391,JXC,JXC109747737,731989,3161821,7,8,29~42~43~44~50,29,42,43,44,50,TU,01.01.2019,2.00,EUR,EUMI
392,JXC,JXC109747739,731989,3161821,1,6,8~17~18~22~35,8,17,18,22,35,TU,01.01.2019,2.00,EUR,EUMI
393,JXC,JXC109747739,731989,3161821,1,6,8~17~18~22~39,8,17,18,22,39,TU,01.01.2019,2.00,EUR,EUMI
394,JXC,JXC109747739,731989,3161821,1,6,8~17~18~22~48,8,17,18,22,48,TU,01.01.2019,2.00,EUR,EUMI
395,JXC,JXC109747739,731989,3161821,1,6,8~17~18~35~39,8,17,18,35,39,TU,01.01.2019,2.00,EUR,EUMI
396,JXC,JXC109747739,731989,3161821,1,6,8~17~18~35~48,8,17,18,35,48,TU,01.01.2019,2.00,EUR,EUMI
397,JXC,JXC109747739,731989,3161821,1,6,8~17~18~39~48,8,17,18,39,48,TU,01.01.2019,2.00,EUR,EUMI
398,JXC,JXC109747739,731989,3161821,1,6,8~17~22~35~39,8,17,22,35,39,TU,01.01.2019,2.00,EUR,EUMI
399,JXC,JXC109747739,731989,3161821,1,6,8~17~22~35~48,8,17,22,35,48,TU,01.01.2019,2.00,EUR,EUMI
400,JXC,JXC109747739,731989,3161821,1,6,8~17~22~39~48,8,17,22,39,48,TU,01.01.2019,2.00,EUR,EUMI
401,JXC,JXC109747739,731989,3161821,1,6,8~17~35~39~48,8,17,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
402,JXC,JXC109747739,731989,3161821,1,6,8~18~22~35~39,8,18,22,35,39,TU,01.01.2019,2.00,EUR,EUMI
403,JXC,JXC109747739,731989,3161821,1,6,8~18~22~35~48,8,18,22,35,48,TU,01.01.2019,2.00,EUR,EUMI
404,JXC,JXC109747739,731989,3161821,1,6,8~18~22~39~48,8,18,22,39,48,TU,01.01.2019,2.00,EUR,EUMI
405,JXC,JXC109747739,731989,3161821,1,6,8~18~35~39~48,8,18,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
406,JXC,JXC109747739,731989,3161821,1,6,8~22~35~39~48,8,22,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
407,JXC,JXC109747739,731989,3161821,1,6,17~18~22~35~39,17,18,22,35,39,TU,01.01.2019,2.00,EUR,EUMI
408,JXC,JXC109747739,731989,3161821,1,6,17~18~22~35~48,17,18,22,35,48,TU,01.01.2019,2.00,EUR,EUMI
409,JXC,JXC109747739,731989,3161821,1,6,17~18~22~39~48,17,18,22,39,48,TU,01.01.2019,2.00,EUR,EUMI
410,JXC,JXC109747739,731989,3161821,1,6,17~18~35~39~48,17,18,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
411,JXC,JXC109747739,731989,3161821,1,6,17~22~35~39~48,17,22,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
412,JXC,JXC109747739,731989,3161821,1,6,18~22~35~39~48,18,22,35,39,48,TU,01.01.2019,2.00,EUR,EUMI
413,JXC,JXC109747742,731989,3161823,3,8,6~15~16~22~37,6,15,16,22,37,TU,01.01.2019,2.00,EUR,EUMI
414,JXC,JXC109747742,731989,3161823,3,8,6~15~16~22~48,6,15,16,22,48,TU,01.01.2019,2.00,EUR,EUMI
415,JXC,JXC109747742,731989,3161823,3,8,6~15~16~22~49,6,15,16,22,49,TU,01.01.2019,2.00,EUR,EUMI
416,JXC,JXC109747742,731989,3161823,3,8,6~15~16~37~48,6,15,16,37,48,TU,01.01.2019,2.00,EUR,EUMI
417,JXC,JXC109747742,731989,3161823,3,8,6~15~16~37~49,6,15,16,37,49,TU,01.01.2019,2.00,EUR,EUMI
418,JXC,JXC109747742,731989,3161823,3,8,6~15~16~48~49,6,15,16,48,49,TU,01.01.2019,2.00,EUR,EUMI
419,JXC,JXC109747742,731989,3161823,3,8,6~15~22~37~48,6,15,22,37,48,TU,01.01.2019,2.00,EUR,EUMI
420,JXC,JXC109747742,731989,3161823,3,8,6~15~22~37~49,6,15,22,37,49,TU,01.01.2019,2.00,EUR,EUMI
